company,ticker,exchange,date,analyst_name,question,label
"BioLife Solutions, Inc.",BLFS,NASDAQ,2024-11-12,Jade Montgomery,"Okay, great. And so I think I heard you say earlier it was 17 approved CGTs currently using the services?",
Sapiens International Corporation N.V.,SPNS,NASDAQ,2024-11-11,Tavy Rosner,"Hi. Good afternoon. Most of my questions have been asked already. I just wanted to follow up on one of your comments, Roni, in the prepared remarks, you talked about investment decisions being delayed due to regulatory impact. And I just wanted to dip a little further, is that at the company level or the regulatory level, any type of geography, specifically any customer size, any color would be helpful here.",
"Qorvo, Inc.",QRVO,NASDAQ,2024-12-12,Q - Tom O'Malley,"Yeah. Well, I'm going to pass this over. We're all mic up here, so I'll keep it going. But now that we're at the year-end, at least from calendar year-end. We can look back and talk about content of the large customers for this year and then maybe your outlook into calendar year '25. So could you level set us where did we end and then looking out into next year, where can we go?",
Vermilion Energy Inc.,VET,NYSE,2024-11-07,Menno Hulshof,"Thanks, and good morning, everyone. I'll start with a question on Croatia. It looks like you just completed testing of the third of a four-well program on the SA-7 block. And just looking at the map, that's quite a way west of SA-10 where you're producing roughly 2,000 boe/d. What should we expect in terms of run rate production if all wells on the SA-7 block hit? And maybe you could just remind us of how large that block is, SA-7 that is, how many drilling locations you've identified and how you're positioned from an infrastructure perspective?",
Sunrun Inc.,RUN,NASDAQ,2024-11-07,Praneeth Satish,"Thanks. Good evening. Maybe switching gears a bit here. Obviously, projecting a lot of growth in the new homes market. Maybe if you could just help us understand better the unit economics there. I assume you've got some benefits from kind of streamlining the customer acquisition cost. But there's probably also revenue shares and maybe a longer cash conversion cycle. So I guess, how do the cash generation economics compare in that channel versus your typical residential solar sale?",
QuidelOrtho Corporation,QDEL,NASDAQ,2024-11-07,Andrew Brackmann,"Hi guys. Good afternoon. Thanks for taking the question. Maybe I can pick up where you left off there, Joe, related to 2025 and the adjusted EBITDA margin target that you sort of laid out there, I think it was 100 to 200 basis points compared to the 2024 exit rate. So by my math, I think that means call it, somewhere in the low-20s for adjusted EBITDA margin for next year. Can you maybe just sort of talk about high level, the building blocks that get you there? How does that $100 million in annualized cost savings roll in throughout the year and any other thing, cost saving initiatives that we should be penciling in here. Thanks.",
BRP Inc.,DOOO,NASDAQ,2024-12-06,Cameron Doerksen,"Okay. No, that's helpful. And maybe just a quick maybe a modeling question for Seb. Just wondering about the G&A line item here on the cost side. Just wondering if the Q3 is a decent run rate as we look forward, just now we have the marine out of the business.",
"ServiceNow, Inc.",NOW,NYSE,2024-12-11,Raimo Lenschow,"Okay. Perfect. And then, a big part of our conversation we probably have to spend on GenAI.",
SKYX Platforms Corp.,SKYX,NASDAQ,2024-11-12,Pat McCann,Thanks for that. And then the other question I had is I wanted to double down on the Home Depot question. And just I guess what I'm wondering is in the first handful of months here you mentioned that you're in 100 stores now roughly. But I think you had also previously mentioned how the Home Depot would sort of look at the popularity or the success of your products on the website and allow that to sort of inform what decisions they make as far as how which products they bring into stores et cetera. I'm wondering have there been any surprises as far as like which products have been having the most success with Home Depot and what they want to bring into stores in the future? Any granularity there?,
"Perma-Fix Environmental Services, Inc.",PESI,NASDAQ,2024-11-14,Aaron Spychalla,It does. Yes. And thank you for the color. And then maybe just second on the balance sheet. Can you just talk about how you're feeling there and an update on where you're at kind of with CapEx and capacity initiatives as you prepare for Hanford starting next year and just some of the other opportunities you've discussed?,
"Lakeland Industries, Inc.",LAKE,NASDAQ,2024-12-05,Gerry Sweeney,"Good afternoon, Jim and Roger. Thanks for taking my call.",
Eltek Ltd.,ELTK,NASDAQ,2024-11-19,Kerr Tom,"Okay, that makes more sense. Okay, thank you. I'll get back in line.",
Embecta Corp.,EMBC,NASDAQ,2024-11-26,Michael Polark,"Good morning. Thank you. Two follow-ups on the patch pump decision. I'll ask the question this way. Do you think there still could be residual value here? I agree that the pump market continues to intensify. However, as it relates to patch options, the U.S. market is still several years away and so you were kind of I think as close as anyone. And so while you said you've conducted a market check. Is there a chance that there's interest in absorbing or taking over your product from someone else or as you restructure here, does that kind of shut the door for that possibility?",
"Burlington Stores, Inc.",BURL,NYSE,2024-11-26,Alex Straton,"Thanks a lot. Maybe for Michael, taking a step back, what Burlington 2.0 initiatives are you most excited about right now? And how will those show up in Burlington's financial profile over time?",
Olo Inc.,OLO,NYSE,2024-11-09,Bruce Goldfarb,"And then my last question. When you announced the 9% growth in September, you said you were going to reinvest $6 million in growth. Are there certain areas where you're hiring or you're running marketing campaigns?",
BrainsWay Ltd.,BWAY,NASDAQ,2024-11-12,Steven Lichtman,"Thank you. Good morning and congratulations, Hadar on first question on Valor. Can you talk about where you think you can leverage their expertise the most? What are the areas of primary focus there? Certainly, you've talked about the TMS network. I think you've also talked about the at-home market. A little bit more, if you could, on where you see their expertise playing a part?",
CSX Corporation,CSX,NASDAQ,2024-12-04,Tom Wadewitz,"Your comments on constructive too, is that fair that peak season seems to be playing out pretty well?",
"Xtant Medical Holdings, Inc.",XTNT,NYSE,2024-11-12,Unidentified Analyst,"And then I know we're not going to get any guidance today, but I was just wondering if you guys have any early considerations for us to keep in mind as we start to think about 2025?",
"Arrowhead Pharmaceuticals, Inc.",ARWR,NASDAQ,2024-11-26,David Lebowitz,"Thank you very much for taking my question. Given the large partnership with Sarepta, what are your thoughts on additional partnerships going forward? Are you intending to take a pause from that or are you still on the lookout?",
Viatris Inc.,VTRS,NASDAQ,2024-11-15,Ashwani Verma,"So it's not necessarily like a year attached to it, it's more of like when you find the.",
"Schrödinger, Inc.",SDGR,NASDAQ,2024-11-12,Mani Foroohar,"That’s helpful. From the comments here on the Novartis deal, give us some color on how you guys are thinking about the opportunity set on renewals with large existing partners? If you could help comment a little bit on what you’re seeing in terms of new partners, new clients, new customer adds, and to what extent we should think about opening of the capital markets and exposure to biotech funding cycles in terms of new client formation as being a contributor over the next few months, and what you guys are seeing in that slice of the end market for you guys?",
Valvoline Inc.,VVV,NYSE,2024-11-19,Mike Harrison,"Maybe just a follow-up - maybe just a follow-up on the discussion that you just were going through on lower product costs helping you in Q4. Can you talk a little bit about gross margin expectations into next year and maybe some of the puts and takes as we're thinking about base oil costs, the waste oil collection, reimbursement. I don't know if anything is changing or evolving in your agreement with Aramco around the supply agreement and obviously, there's a leverage and kind of labor cost issue that could be affecting your gross margins. So do you - I mean, at the end of the day, do you expect gross margin to be up next year or kind of flat year-over-year?",
"The PNC Financial Services Group, Inc.",PNC,NYSE,2024-12-10,Richard Ramsden,And outside of office and commercial real estate. Anything else that.,
"Hertz Global Holdings, Inc.",HTZ,NASDAQ,2024-11-12,John Healy,"I wanted to ask you a question just about the pricing side of things and not necessarily what we're seeing today, but maybe go forward. When you guys look at kind of the business model, I mean, you're talking about fleet cost being down, call it, maybe 20% versus Q4 levels over the next 12 to 18 months or so. You've got interest costs going lower. You also have dealers with a lot of cars and manufacturers trying to figure out what demand is. So like if you think about cars being available to the industry and then just the input cost of actually carrying the costs being lower, do your models call for pricing to be at these levels, or do you think we should expect RPD levels to move closer to 2019 levels rather than stay at these levels over the next 2 or 3 years?",
"Abacus Global Management, Inc.",ABL,NASDAQ,2024-11-09,Crispin Love,"Great. Thanks, Jay. That’s helpful. And then, Bill, can you just share what the originated face value in the third quarter was? I saw the capital deployed, but just looking for that originated face value number.",
Genesco Inc.,GCO,NYSE,2024-12-06,Mantero Moreno-Cheek,"Hello, and thank you for taking my question. I guess I want to start and touch on Journeys. The last quarter, you discussed how Journeys had improved assortment, and you talked about a lot today. And then how the holiday periods you show stream, which you mentioned on the Black Friday was pretty event and pretty encouraging about so far. So I guess just anything else you want to add on how we should think about the rest of the holy season with the fewer shopping days. And then you called out strength in footwear and outerwear. What -- maybe it wasn't working as well? And what levers do you have to pull a Journey to make those underperforming pockets perform a little better?",
Electrovaya Inc.,ELVA,NASDAQ,2024-12-12,Orin Hirschman,"One question on the charge/discharge. That would be a tremendous leap from where you were a year or two ago in terms of the number of charge/discharge where you were 200-ish, a 150-ish, or something like that, if I remember correctly. You can correct me. Did that come from your own separator, from your own ceramic material, a combination of both? What was the -- what were the factors that really made the difference? If there -- if you can quantify that at all or even qualitatively say?",
"OPKO Health, Inc.",OPK,NASDAQ,2024-11-07,Edward Tenthoff,"Great. Thank you for taking my question. And congrats on all the progress, all these moving parts to strengthen the balance sheet and finance the company going forward. My question really has to do with the ModeX cancer efforts. And I'm wondering what we should be expecting in terms of data releases next year. Would this be more likely at a medical meeting? Is this something you'll update kind of as you get things interesting? And what should we really be expecting in terms of escalation and then ultimately guidance with respect to expansion cohorts where you might develop the asset things?",
"Evolent Health, Inc.",EVH,NYSE,2024-11-09,Jessica Tassan,"Got it. And then I'm just curious, this is a somewhat longer term question, but just with Part C drug negotiation under the Inflation Reduction Act, I think there's an expectation that payments to providers for drugs right, that are based on ASP plus 6.5% are going to come down meaningfully. Is that a tailwind for Evolent or do you have direct – do those savings effectively pass through to your payer customers via lower PMPM pricing for you all, or how would that work? Thanks.",
Devon Energy Corporation,DVN,NYSE,2024-07-08,Kevin MacCurdy,Good morning. I wonder if you guys can provide a little bit more color on the $50 million of synergies. What costs have you identified and are the marketing synergies related to the midstream ownership? Thank you.,
"T-Mobile US, Inc.",TMUS,NASDAQ,2024-12-09,John Hodulik,"There's a lot of -- even private equity-backed independent fiber-to-the-home companies, is there room to do other deals like you've done with Metronet or Lumos? Or even smaller deals with other companies that you've worked with in the past and in some of these other markets?",
Global-E Online Ltd.,GLBE,NASDAQ,2024-11-20,Samad Samana,"Hi. Good morning and thanks for taking my questions. Maybe first, just going back to borderfree.com, I guess, how should we think about what you're embedding into 4Q expectations from that launch, if anything? And how should we think about maybe, what the take rate implications there are that you're thinking through the fourth quarter and into next year?",
"Gilead Sciences, Inc.",GILD,NASDAQ,2024-12-03,Joe Catanzaro,So the second part of the sort of cell therapy discussion here I wanted to cover is maybe a little bit more holistic and specifically speaks to maybe the ongoing experience in the U.S…,
"SoundHound AI, Inc.",SOUN,NASDAQ,2024-11-12,Leo Carpio,"Okay. And then in the restaurant pillar, what's the point of the conversations? Last quarter you indicated you're getting a lot of inbound calls and given the roster of restaurants that you've been working with, what do you think is the extra that you need to top -- crack into the top five restaurants, the five on (ph) global chains?",
"KVH Industries, Inc.",KVHI,NASDAQ,2024-11-10,Christopher Quilty,"Great. And maybe final question, you mentioned that OneWeb is finally coming online for you. How has the pipeline moved for you in the last, say, three to six months on that product? And can you maybe just talk high level around how you're positioning it with customers relative to Starlink?",
Definitive Healthcare Corp.,DH,NASDAQ,2024-11-10,Hanna Lee,"This is Hanna Lee on for Allen Lutz. Could you just talk about, like with the unified platform, are you thinking about any potential pricing changes?",
Intuit Inc.,INTU,NASDAQ,2024-11-21,Michael Turrin,"Great. If I can just ask on the Credit Karma bounce back, based on what you're seeing, is there any way to help just split how much of that is macro versus something product-specific you've maybe incorporated into the experience there? And maybe just help level set what you're seeing today versus what you're guiding for rest of the year, given the fiscal year guide now sits below the run rate you just put up this quarter? Thank you.",
Repay Holdings Corporation,RPAY,NASDAQ,2024-11-12,Tim Murphy,"And we are seeing opportunities across both consumer and business payments, so across both segments. And just to kind of step back in terms of the overall capital allocation strategy, like John said, the primary focus is reinvesting into organic opportunities and we're doing that with enterprise sales and consumer and primarily in enterprise software and business payments. And then we are open to accretive strategic M&A. We are looking at various deal sizes, but likely looking at tuck ins that could make sense for us. And then we have the authorization that I mentioned to opportunistically buy back shares. All of that we think could keep us in a very reasonable leverage level and allow us to address the $220 million of remaining convert due in February of 2026. So again, focused on organic growth and then balancing M and A and buybacks with being able to address the remaining 0% coupon convert, while also maintaining reasonable leverage levels.",
"Fortinet, Inc.",FTNT,NASDAQ,2024-12-12,Saket Kalia,"Got it. I'm going to move to some financial questions here for Keith, but before we do that, any questions here from the audience? Keith, maybe for you. I mean, I'd love to spend a little bit of time just on the three to five-year targets that you provided at Analyst Day, which was a really useful event by the way. And maybe we could start with top line, right? I think we said we expect a greater than a 12% CAGR on billings and revenue. You correct me there if I'm wrong. But I'd love if you could just walk us through some of the higher-level assumptions, right, that are underpinning that growth target. Maybe we'll…",
AbbVie Inc.,ABBV,NYSE,2024-12-03,Geoff Meacham,"Yes. Makes sense. Roopal, on the pipeline, post -- you mentioned ELAHERE and that there's a lot happening. I think the data for platinum sensitive is maybe a few years out. But talk about the -- what most excites you for new developments in the AbbVie pipeline for '25. I know you guys have a BCMA in development. You have a number of assets in oncology that are...",
Alcon Inc.,ALC,NYSE,2024-11-13,Jeff Johnson,"All right, fair enough. David, I think I heard you say, correct me if I’m wrong, whatever the second half is, where fourth quarter shakes out with the third quarter, you’d be somewhat comfortable with that being kind of the stepping off point for the first half of next year, and then maybe some acceleration on top of that. Is that correct, number one; and number two, just on the contact lens market, the 5% growth you cited for the market this quarter seemed maybe a point softer than the first half. Anything to read into that? Our recent survey picked up maybe a point of softening as well, so just wondering if anything’s changed in the market or if that’s just normal variability by quarter. Thanks.",
The Bank of New York Mellon Corporation,BK,NYSE,2024-07-12,Alex Blostein,"Excellent. Great. Well, my second quick question around the balance sheet. There's a lot of discussion around deposits, but I wanted to zone in on the asset side of the balance sheet for a second. We've seen pretty nice growth from you guys in both the securities portfolio and loans sequentially. So could you just spend a minute on sort of the sources where you're investing and then your outlook in maybe deploying some of the liquidity that seems to be perhaps a bit more sticky into both loan growth and securities?",
"Natera, Inc.",NTRA,NASDAQ,2024-11-12,Douglas Schenkel,"Okay. First, on volume growth. You're tracking the year-on-year volume growth of, I think, about $550,000, maybe $600,000. Mike, if I heard you right, I think you said at some point on the call, we should expect similar volume growth next year. Did I get that right? And if so, does that mean a similar number of incremental tests across the portfolio next year?",
"Kandi Technologies Group, Inc.",KNDI,NASDAQ,2024-11-18,Arthur Porcari,"Thank you. Before my questions, I want to welcome the new management, and also thank Mr. Hu for his 17 year, [indiscernible] retirement from Chairman of the Board and 20 years of executive service and leadership to Kandi and also a true pioneer of all-electric vehicles in China. On to current business. Next month, Kandi will have its Annual Shareholders Meeting for the past 2023. In fact, the 2023 proxy materials have now started to arrive. While most of the issues are boilerplate, one in particular is not boilerplate. Management is asking shareholders to vote to allow a new 10 million shares be authorized to reload its 15-year stock option plan as the prior active 2008 plan had finally been fully activated. Employee stock options are usually issued and authorized by shareholders as rewards for outstanding performance. In a public company, a good bit of that performance has to do with stock appreciation. I'm curious, now here's my first question, does management really expect any shareholders to happily reward management by voluntarily providing a possible 12% increase in shares while the stock is trading at its 15-year low, down 94% of its all-time high? I can assure you shareholders will not be happy, particularly since the company's product distribution base is at an all-time -- and growing rapidly -- at all-time high and growing rapidly and the company is at its strongest cash and fundamental position of all times. This disconnect can only be blamed on management, not operationally, they're doing a great job there, but public company management of a NASDAQ company. I'm sorry, I left you with a lot there, Kewa. Hopefully, you can carry it. Those are my questions.",
"Crown Crafts, Inc.",CRWS,NASDAQ,2024-11-12,Dennis Scannell,"Good morning. So just a couple quick things for me. So Baby Boom contributed $3.4 million in sales, so that's about 14% of your sales growth. So core legacy sales down around 13%, gets a little less than 13%, so about how much of that was that bib program that one of your retail customers decided to in-source versus just kind of legacy products?",
Vertex Pharmaceuticals Incorporated,VRTX,NASDAQ,2024-11-15,Debjit Chattopadhyay,"Got it. So could I pause and see if there are questions from the audience? No? All right. Talk to the cell therapy segment, where Vertex has now invested multiple billions between Semma, CRISPR new facility, et cetera. Starting with CASGEVY, we just had an unfortunate death in the Beam study. What's the approach that Vertex is taking to move away from busulfan?",
"Radiant Logistics, Inc.",RLGT,NYSE,2024-11-12,Mark Argeto,"All right. And just to refresh memory in terms of the general structure that you guys have is some upfront and then an earn-out, maybe just refresh me and the audience on that?",
"GoodRx Holdings, Inc.",GDRX,NASDAQ,2024-11-07,Dan Clark,"Great, thank you. This is Dan Clark on for Mike. Just a question on 2025 in your core prescriptions business; how are you thinking about changes to Medicare Part D plans, particularly a lower out of pocket cap and just any impact to your business? Thank you.",
Nuveen Churchill Direct Lending Corp.,NCDL,NYSE,2024-11-09,Shai Vichness,"Yes. Thanks, Paul, for the question. So a couple of comments there, right? As you look across our portfolio and just the health overall, I would say, first, looking at non-accruals, obviously, no new non-accruals during the quarter. So we were very pleased with the ongoing performance in general. When you think about how we manage the portfolio, and I know we’ve got a pretty granular scale running from 1 to 10. I think the moves that you’re seeing within the risk rating table that we publish is really emblematic of our proactive portfolio management approach, right? We’re pretty quick to downgrade names slower to upgrade, and we’re really doing that in response to the conditions that we see. And as you look at the watch list and the moves in the categorization, obviously, the further down the list that you move, the more maintenance that’s required. But again, overall, very good shape. There really aren’t any sort of trends or themes that we would call out on the names moving around. Obviously, we’ve used the term idiosyncratic before, but that modest increase in the watch list is going to be obviously, company specific. No major concerns to highlight. And as always, we’re going to work those situations to maximize value for shareholders here. So again, key takeaway here is portfolio is in really good shape. Obviously, no new non-accruals and the movement within the watch list is really just a function of our proactive management of the portfolio.",
"Affirm Holdings, Inc.",AFRM,NASDAQ,2024-11-07,Dan Dolev,"Hey, guys. Thanks for taking my question. Great results as always. Max, we noticed that active consumer growth accelerated again. Can you maybe touch a little bit on the factors behind the acceleration? Thank you.",
ACV Auctions Inc.,ACVA,NYSE,2024-11-09,Michael Graham,"Hi, thanks a lot. I don't think you mentioned this yet on the Q&A, if you did, I apologize. But just on the commercial wholesale market, you talked a little bit about your efforts there in the prepared remarks, but just was hoping to get another layer of depth around like how that's going and how quickly you think that can become a more significant part of your business?",
Snowflake Inc.,SNOW,NYSE,2024-12-03,Karl Keirstead,"Okay. We've got two more minutes, so I'm just going to stir it up a little bit with the final question.",
"Burlington Stores, Inc.",BURL,NYSE,2024-11-26,Lorraine Hutchinson,"Thank you. Good morning. Michael, I realize there's a lot of external uncertainty, but what impact do you think the policies of the new administration might have on your business over the next few years, and how are you preparing for this?",
Evolution Petroleum Corporation,EPM,NYSE,2024-11-15,Bobby Brooks,"Yeah. So, I guess just any insight -- any thoughts as to -- I mean, you're coming in above 65% above the acquisition type curve. Obviously, that's really notable. I can probably assume some of it is due to kind of a conservative underwriting, but is there any other -- is there some type of technical -- is there some type of technique that they're using to drill these wells and bring them online that's resulting in this really strong production, or anything specifically that you can point to that is driving that outperformance versus what your acquisition type curve was?",
"Copa Holdings, S.A.",CPA,NYSE,2024-11-21,Savi Syth,"I appreciate that. And -- and then maybe just a final question on -- as you look to transition out, any update on the CFO search? And any other kind of thoughts on the management makeup?",
"Fortinet, Inc.",FTNT,NASDAQ,2024-12-12,Saket Kalia,"Yes, absolutely. Maybe that's a good natural segue just into the second pillar of the business, right, which is unified SASE. And maybe build on a little bit of what you said with the technical question. I think it's really interesting when Fortinet talks about SASE, it's something that turns on within minutes, right? But when other vendors talk about it, SASE sounds like something a lot more of an architectural shift. How do you think about the differences there, Michael?",
"Granite Ridge Resources, Inc.",GRNT,NYSE,2024-11-08,Phillips Johnston,"Hey guys, thanks for the time. Lots of good color in the prepared remarks just about the trajectory of production. Just wanted to make sure I caught everything. So let's talk oil. So your implied fourth quarter guidance suggests about a 3% kind of downtick in oil volumes sort of on the heels of what was pretty outsized growth obviously in Q3. Then it sounds like you expected a large sequential increase in Q1, which I think is consistent with what you guys said on the second quarter call. And it seems like that might even be augmented by the nine Controlled Capital spud in the Permian. So just wondering what kind of order of magnitude we're talking about in Q1 and then I guess for the full year I think you said double-digit growth on a year-over-year basis. Just wanted to clarify if that applied to oil or Boe or both? Thanks.",
"FIGS, Inc.",FIGS,NYSE,2024-11-09,Bob Drbul,"Hi. Good afternoon. Two questions. I think the first one is just the branding -- the brand awareness levels from the marketing campaign. Do you have any data around sort of some of the progress that you've made with that campaign in terms of either implied brand awareness unaided, et cetera? And then I think the second question is just on the AOV pressure, can you just detail a bit more around what's driving it, and how can you start to grow AOV again looking forward?",
"ServiceNow, Inc.",NOW,NYSE,2024-12-11,Raimo Lenschow,"Okay. Perfect. And then, I mean, how much of that you came from a different business in a way? Like that wasn't -- sorry to -- if I insult your previous company, like it wasn't like this high-margin software business, but you always have to be more disciplined. Did I help you as you came over?",
Legacy Education Inc.,LGCY,NYSE,2024-11-14,Mike Grondahl,"When do those four new ones you talked about at CCC, when will those go live?",
"Oxford Industries, Inc.",OXM,NYSE,2024-12-12,Ethan Saghi,"Got it. That's really helpful. And then just a follow-up. How has the -- so far through the holiday season, just how has the promotional activity been across your brand and just in the industry in general compared to your prior expectations?",
Electrovaya Inc.,ELVA,NASDAQ,2024-12-12,Amit Dayal,"Thank you. Good evening, everyone. So, Raj, with respect to these tariff-related headlines, can you talk a little bit about how you are trying to navigate some of those issues? And then, the Jamestown facility, when it's up and running, how that would play a role in supporting any -- I guess, avoiding these potential tariffs that are being talked about right now?",
"RB Global, Inc.",RBA,NYSE,2024-11-08,Krista Friesen,"It sounds like things are obviously progressing quite well on the IAA side, especially with your announcement on the call. Can you just speak to some of the core KPIs of the business? And how far are we away from where you'd like those to get to?",
Sony Group Corporation,SONY,NYSE,2024-11-11,Hayato Umegaki,"This is Umegaki of Toyo Keizai. I have two questions. First, I&SS downward revision. The overall market is recovering, but the I&SS is revising downward. What is the outlook for the next fiscal year. And smartphone has been getting image sensor becoming larger and larger. But isn't there any risk having a consolidated business with a large maker? And the next question is about the game business. 2 years ago, in '22, Totoki-san mentioned about the issues. And then you have became risk management and then the cutback of the personnel and some studio closure as well. And how much of that reform has progressed as of now?",
"Amprius Technologies, Inc.",AMPX,NYSE,2024-11-09,Edward Jackson,"So what was the nut that was in your COGS for Colorado that was in the third quarter, just kind of an apples-to-apples comparison when I think about your fourth quarter since that won't be in there anymore.",
Companhia Paranaense de Energia - COPEL,ELP,NYSE,2024-11-09,Guilherme Lima,"Good morning. Thank you for the question. You mentioned on the release the impact of approximately BRL30 million resulting from the differences on our generation curve and the contracts and consumption, the price difference here between the submarkets. If you can talk a little bit more about how you see this risk from now on, how it could impact the company and how you're positioning yourselves?",
"Merck & Co., Inc.",MRK,NYSE,2024-12-03,Umer Raffat,"8527. So this is being developed only for prep, not for treatment.",
Nordson Corporation,NDSN,NASDAQ,2024-12-12,Jeff Hammond,"Yes. And then interventional destock, what are your customers telling you in terms of where inventories are? What's kind of built into the guide for when that kind of run its course?",
"MeridianLink, Inc.",MLNK,NYSE,2024-11-09,Jessica Wang,"Hi. This is Jessica, on for Alex today. Thanks for taking my question. I just want to start off with double-clicking on cross-sell. What are some key factors that have been driving success in cross-sell? Have there been any shifts in customer priorities that are elevating demand for certain capabilities over others? Thanks.",
"AutoZone, Inc.",AZO,NYSE,2024-12-10,Scott Stember,"Okay. Got it. All right, that's all I have. Thank you.",
"Autodesk, Inc.",ADSK,NASDAQ,2024-11-26,Joshua Tilton,"Great. I have a kind of a high level one on the incoming CFO. If I if I heard correctly, we didn't exactly get, like, an initial outlook for, revenue growth for next year. And I'm just trying to understand in the context of the new CFO coming in, is there anything that could change the calculus of how you guys think about that 10% to 15% growth for the underlying business outside of the agency transition that's ongoing today?",
"REV Group, Inc.",REVG,NYSE,2024-12-11,Mig Dobre,"That's helpful. And maybe last question and I'll get back in the queue. When you look at your existing portfolio, you've obviously done quite a bit of surgery in '24. Do you see additional room to adjust to divest or do anything else there?",
Apyx Medical Corporation,APYX,NASDAQ,2024-11-08,Ben Haynor,"So, that $4 million run rate that will come out sometime in the current quarter and then you'll get the benefit of it as we get into 2025 and beyond?",
UiPath Inc.,PATH,NYSE,2024-12-11,Raimo Lenschow,"Yes, yes, yes. Okay, makes sense. Okay, we'll look for that. Okay. The one thing that you talked a lot about on the last earnings call, and it was something that I had kind of thought, that should be interesting, covering SAP as well with testing. That came up a little bit more than in previous quarters. Can you talk to that? Like, what's going on there?",
Qiagen N.V.,QGEN,NYSE,2024-11-07,Doug Schenkel,"And then building of a math question about OpEx. You -- I won't roll through every variable in the equation. But it was a good margin quarter. You got NeuMoDx rolling off, which will be really margin accretive. You've talked a lot about the levers pursuant to process optimization. And then some of this is just, we're not going to be back to normal next year, but we're going to be a lot closer to normal than we've been for a while. Recognizing you don't want to revisit the multiyear targets, but just thinking about those levers and just kind of the math and how lean things have got relatively speaking, over the last couple of years from an OpEx standpoint. Is there anything I'm missing as I kind of walk through this as we think about the margin trajectory into next year and the prospects for maybe outsized incrementals?",
SAP SE,SAP,NYSE,2024-11-20,Adam Wood,"And on that 1/4 of the base that are paying maintenance and cloud at the minute, do you have any idea of where they are on their journey? Are they nearly done, halfway through?",
"Babcock & Wilcox Enterprises, Inc.",BW,NYSE,2024-11-12,Aaron Spychalla,"First, good to see the coal to gas order, full notice to proceed. Can you just maybe give a little bit of detail on timing and just kind of the cadence of that revenue over the next couple of years? And then just talk about the pipeline there. I mean are there FEED studies for that? Or is there a good amount of work kind of behind that with other conversions?",
Bank of Montreal,BMO,NYSE,2024-12-05,Lemar Persaud,"Okay. I appreciate that. And then, just on these -- the questions involving the vintages of 2021, 2022 vintages and so on. Was there a change in management or something under the hood that you guys made a determination that something needed to be changed in terms of these holds? Like, was there any -- anything -- any change like or epiphany that you guys had that said to you -- that made it clear that you had to change how you are managing the business post 2021?",
"American Axle & Manufacturing Holdings, Inc.",AXL,NYSE,2024-11-08,John Murphy,"Good morning guys. I'm going to ask the -- sort of the obvious question about the implied in the fourth quarter of about $142 million in EBITDA at the midpoint. And Chris, I think you kind of just guided to this in some of the schedules and stuff. But is the bulk of this the Ram HD changeover and some downtime at GM trucks that's really kind of the sequential pressure point? Or are there other things that are going on?",
Exact Sciences Corporation,EXAS,NASDAQ,2024-11-19,Tycho Peterson,"And then any recapture from the hurricane is on top of that, right?",
"Bloomin' Brands, Inc.",BLMN,NASDAQ,2024-11-08,Brian Vaccaro,"Yes, potential to just optimize CapEx to bolster free cash flow. Obviously, you want to stay focused on maintenance and remodels but just see any opportunities there as you think about the CapEx. I understand you don't turn these things off like a light switch but over the next year or two, perhaps just to optimize free cash flow.",
IAMGOLD Corporation,IAG,NYSE,2024-11-08,Tanya Jakusconek,"Okay. I look forward to getting that. And then maybe my final question, I just wanted to circle back Renaud on something you said earlier, which was on inflation. I'm very focused on this. I think that 35% of your cost structure is labor. Correct me if I'm wrong. Can I just understand, number one, what is your labor inflation currently and how are you thinking about that into 2025? That's my first question. So is 35, Maarten, the right number as a percentage of cost for labor and then the inflation?",
"Compass Minerals International, Inc.",CMP,NYSE,2024-12-17,David Begleiter,"Got it. And just on Fortress, has the team been able to develop a new formulation that solved the problems with the prior formulation? Has that been fully -- has that been tested out?",
"Aspen Aerogels, Inc.",ASPN,NYSE,2024-11-08,Ricardo C. Rodriguez,"Yes. So the funny thing is that a lot of this equipment was procured back in 2021, and it's been there on site for at least a year at this point. So the project today and we have -- we actually have a picture of it in the appendix of the deck is it's really more around finishing the building, finishing the piping, the electrical than sourcing equipment. A lot of the equipment is actually being stored there on site already.",
Johnson Outdoors Inc.,JOUT,NASDAQ,2024-12-10,Anthony Lebiedzinski,"So as far as the gross margin, that did come in lower than what we were we're expecting. Can you provide -- I don't know if there's any way you can quantify or maybe share more details. I mean you called out a few items, but I just wanted to get more specifics as to how impactful some of these things were as far as promotional pricing, the mix shift to lower-margin items, their inventory reserves. Is there any way you can provide more details about that?",
Spotify Technology S.A.,SPOT,NYSE,2024-11-12,Christian Luiga,I was going back a little bit what I talked about before. So actually the purpose with the changes we are doing and with this Spotify ads exchange is to actually move into more performance-based ad services instead of brand and that will then take us there. So that's the short answer and I'll keep it at that.,
Mind Medicine (MindMed) Inc.,MNMD,NASDAQ,2024-11-07,Charles Duncan,"Hey, good afternoon, Rob and team. Thanks for all the information on the trial designs. That was quite helpful. I did have a follow up question to the last one and that is regarding enrollment pacing, I guess, what would you anticipate? It does seem like you're going to be using more sites, but some of them are somewhat naïve to evaluating LST. And so I guess if you think back to the Phase 2b experience, could you assume a similar timeframe for that Voyage study to enroll or could it pace even more quickly than what you showed in the first go round?",
