company,ticker,exchange,date,analyst_name,question,label
"Compass Minerals International, Inc.",CMP,NYSE,2024-12-17,Joel Jackson,"Okay, so when I said nine and a half for the full business, you're guiding toward about 10, correct? That sounds about right? 10 for the whole hybrid icing business. Okay. Which makes sense and makes my next follow up question not necessary. But the other, the other question I wanted to ask, it's kind of a nuanced question, but I was actually looking at this, this morning. I was looking at what Compass used to sell for highway de-icing volumes two decades ago, a decade ago. I was looking at what they, what you've sold in the last bunch of years. And what I've noticed is that there's a very clear downward trend in average December quarter volumes. So, March quarter volumes look similar as 20 years ago. Is there something going on in the salt industry the last 10 years where December quarter sales just are lower? Is that we've had lower average winter weather, so you have a lower pre-buying or pre-buying season, or like is there something going on with December quarters are weaker than historical versus March quarters? Do you get what I'm getting at?",Alarmed
Cheetah Mobile Inc.,CMCM,NYSE,2024-12-17,Unidentified Analyst,"Since the beginning of this year, the company has been continuously reducing losses every quarter. May I ask what the subsequent pace and specific plan for reducing losses are? Is there a clear timetable for achieving profitability?",Alarmed
Cheetah Mobile Inc.,CMCM,NYSE,2024-12-17,Unidentified Company Representative,"Reducing losses is definitely our top priority. So today, all enterprises are shouting about cost reduction and efficiency improvement. For us, we have surely achieved a certain scale of loss reduction this year. But I want to say that for this loss reduction, because we participated in some research and development and training of large language models, our pace has slowed down a little bit. But after we review the MV this round, we will put more of our efforts into the development of agents and the implementation related to the intelligence of robots. Such R&D costs will be reduced significantly compared to the large language models in the past 10 years. We definitely have a certain loss reduction plan internally and a timetable for profitability. Well, I think due to the significant changes in the market and technology, we may not be able to disclose this very clearly externally because now I think that this wave, just like the friend's question earlier about some progress in training because we have seen some business opportunities and we also see that due to the support of large language model for service robots whether it's their underlying planning ability, task decision-making ability, including their interaction ability, including their interaction ability, and it will expand their satisfaction in various markets and expand the market in various markets. So we also need to maintain a certain flexibility. If such an opportunity arises, we may have to make some more investments in R&D, of course. Overall, we will definitely aim to make the company profitable and create value for shareholders. This major goal is beyond doubt.",Alarmed
Quipt Home Medical Corp.,QIPT,NASDAQ,2024-12-17,Doug Cooper,"Okay. Just in terms of a broader question, you guys returned a bit of growth sequentially, but still looks like underperforming the market, certainly underperforming some of your peer groups. So, what do you need to do to get back to that historical? You just noted 8% to 10% growth. What needs to happen in the business to make that happen? Because obviously, you underperformed in 2024.",Alarmed
"RCI Hospitality Holdings, Inc.",RICK,NASDAQ,2024-12-16,Mark Moran,"Fantastic. Thanks so much for that. Before I bring up [indiscernible], Eric, we have a question submitted to me from one of our larger shareholders. And he is asking about the impairments and what those specifically are, if you could speak to that.",Alarmed
"RCI Hospitality Holdings, Inc.",RICK,NASDAQ,2024-12-16,Bradley Chhay,"The impairments are basically accelerated write-offs of various sets of assets, either intangible assets such as SOB license, goodwill, or FF&E. They stem from basically doing an analysis of the future discounted cash flows against the book value of the assets. So, in this current quarter, we had $12.5 million, and for fiscal year we had $38.5 million.",Alarmed
"RCI Hospitality Holdings, Inc.",RICK,NASDAQ,2024-12-16,Eric Langan,"Yeah, Mark, I'd like to come. From my understanding, and Bradely correct me, a lot of this is because of interest rates increasing, and so the discounted free cash flow rates are increasing, thus driving down the value of that free cash flow and resulting in these impairments. So they're all non-cash. And the reality of it is they don't really affect the operations at all, or the free cash flow at all.",Alarmed
"RCI Hospitality Holdings, Inc.",RICK,NASDAQ,2024-12-16,Unidentified Analyst,Good. Perfect. I'm sorry I missed the first part of this call. I was on another call. Has -- I've got a few questions. Have you guys talked about the non income producing real estate that you're planning on selling and sort of what you think the value is in terms of cash on the balance sheet and how much the EBITDA is being dragged down from the property taxes and the operating expenses? Did you guys go into that at all and the assets you're planning on selling and monetizing sort of the framework for how much it's value that's not on the balance sheet and how much EBITDA you could save by monetizing those pieces of real estate?,Alarmed
"RCI Hospitality Holdings, Inc.",RICK,NASDAQ,2024-12-16,Unidentified Analyst,"Got it. Did you talk about, I don't know if I missed this, but did you guys talk about sort of where you expect Bombshells margins to get in, in 2025, now that you've closed down the three bad ones and you're opening up the good ones, sort of has your expectations around margin generation for Bombshells changed in ‘25 and beyond? I know you're not building anymore, but like, do you do you sort of have a sense of where you think Bombshells margins are going to are going to settle out now that you've gotten rid of the three bad ones and got the three new ones open?",Alarmed
"RCI Hospitality Holdings, Inc.",RICK,NASDAQ,2024-12-16,Eric Langan,"Of course. I mean, as we open these locations, yeah, I mean, all the construction's very near completion. So yes, most of the carrying costs for all of these locations that are getting ready to open, I say the majority, there might be, I have to go look at the, at what's left to draw on the bank loans. But there might be $3 million left on the bank loans for the two Bombshells to draw out so that go up a little bit more. But yes, all the real estate's already owned, all the property tax are being paid annually, the insurances, all those types of things. So all that revenue is going to help and EBITDA drops in, it's definitely going to help drop that from 3.28 to below 3 times. So I'm not concerned with the debt. I didn’t want to -- that's not what I'm trying to say. I'm saying is, I still like to be within our norms because if a major acquisition comes up and I want to push it to hire, I want to have that room to do so. If I'm already at a high, then I'm going to have to go, okay, well, maybe we can't make this acquisition because I don't want to push us to very close to 4 times. But if I go to 3.2, 3.3, 3.5, because I'm making a major acquisition, as we did in March of ‘23 with the acquisition, I'm not really concerned.",Alarmed
"Red Cat Holdings, Inc.",RCAT,NASDAQ,2024-12-16,Leah Lunger,"Yeah, and I just want to say, you know, if we missed your question, I do apologize since we're kind of trying to sift through everything here. We will continue to improve in this new format that we're digging into here. So, I think that will end our question-and-answer session. And Jeff, if you just want to have any final closing remarks, that would be great.",Alarmed
Quanex Building Products Corporation,NX,NYSE,2024-12-13,Adam Thalhimer,"Okay. And, George, you talked about sluggish demand over the holiday season and in the winter, I'm curious, what -- is that a continuation of the trends you've seen in fiscal year '24 or are you contemplating incremental weakness?",Alarmed
Broadcom Inc.,AVGO,NASDAQ,2024-12-12,Stacy Rasgon,"Hi, guys. Thanks for taking my question. I have a more tactical question. So you have software pushouts into Q1, which is elevating it. Should we think about that -- those pushouts are rolling off as we get into Q2 and the back half of the year? And like what are the implications on the shape of software for the year as well as gross margins? Because I guess maybe in the back half, you'll have like software a little weaker versus Q2 as well as the XPU stronger. So should we be thinking about the gross margin trajectory of the current elevated base kind of like easing as we get in the back half. So just anything you can tell us around the shape of the software around the pushouts and implications for revenues and gross margins.",Alarmed
Broadcom Inc.,AVGO,NASDAQ,2024-12-12,Ross Seymore,"Hi, thanks for letting me ask a question. I want to talk about the cash return side of things, a great job on the dividend increase. The other 50%, is fiscal '25 a year where you're going to still be paying down debt? Share repurchases in the mix? Or Hock, you mentioned that VMware, the integration is largely now behind you? Usually that puts you on the prowl looking for deals. Is that something we should, in general, think about or the regulatory issues that are still a concern? Just trying to figure out what that other 50% is going to go towards this year.",Alarmed
"SentinelOne, Inc.",S,NYSE,2024-12-12,Saket Kalia,"So super helpful framework there, Tom, right? And I just want to make sure -- I'm sorry, it's probably a dumb question, but why -- we asked this question of Barbara on the last call as well. Why is it -- why would a Lenovo shipment just be a benefit to revenue and not just ARR? Because if there's -- is there something around the deployment or anything? Maybe touch on that a little bit.",Alarmed
"Qorvo, Inc.",QRVO,NASDAQ,2024-12-12,Tom O'Malley,"Super helpful. And then on the asset sale, I think that you went out of your way on the earnings call to identify that as an area that you would potentially be open to a sale. What occurred and why did you feel that asset had a better home elsewhere?",Alarmed
Intel Corporation,INTC,NASDAQ,2024-12-12,Thomas O'Malley,"I think that's a very refreshing attitude. So next question is on the data center side for AI. So I think that one thing, I think there was a lot of debate about the last several years at Intel, but one area where I think that people pick up the most is the data center product, and particularly the Gaudi product line, and then the GPU as well. Can you just talk about, do you need a full reset here, or do you need to pivot in a different direction? Because when you see different iterations of product all have struggle, you feel as though like maybe we need to start from scratch. Is that the direction you're going to go in AI or are we going to keep kind of going down this path?",Alarmed
Ciena Corporation,CIEN,NYSE,2024-12-12,David Vogt,"Two, if I may. Maybe, Gary, I missed it earlier, but I wanted to ask about the longer-term opportunities specifically short reach coherent, which you talked about, whether it's in campus or inside the data center. Can you kind of help us better understand sort of the timing and the magnitude of this opportunity? And if I would assume some of that revenue opportunity is embedded in the rolling three-year guide, and I'll give you my second comment as well or question. I heard Jim mention operating leverage in the out years. And to go back to George's question, should we expect gross margin expansion higher in fiscal '26 and fiscal '27 as well to support the 15% to 60% operating margin in the out year that you laid out earlier?",Alarmed
Ciena Corporation,CIEN,NYSE,2024-12-12,Samik Chatterjee,"And for my follow-up, if I can just ask you on Slide 10, I was looking at some of the TAM addressable market assumptions that you have. And I was curious on two things. One, I mean, as much as you're seeing accidented bandwidth growth and you have a lot more revenue coming from the market expansion opportunities that you're pursuing. Why isn't sort of the estimate for core business addressable market going higher, it is indicated to be 2% as it was before? Why aren't we seeing more of an uplift in the coal business addressable market? And then it seems like your addressable market expansion CAGRs came down by about a few percentage points because of a reduction of about $2 billion. So maybe if you can just parse out the impact there as well.",Alarmed
"Lee Enterprises, Incorporated",LEE,NASDAQ,2024-12-12,Daniel Harriman,"Thank you. Hey, guys, good morning. Thanks for taking my questions. Just kind of broadly here and I realize you're still in the early innings of these partnerships with AI, but how should we look at future investment? As in, are you going to be able to save significant investment by partnering up with leading AI technology companies? And then kind of along the same lines, again, realizing it's very early and these announcements have just come out, but should we expect any impact on these announcements in terms of your fiscal 2028 digital goals? Or for the time being, should we really assume the same that you've been saying recently? And then just finally, I know you've reached your digital subscriber count goal for the year, but I didn't see the exact number as of the fourth quarter. And if I missed it, I'm sorry, but if you could just let us know that, that would be helpful. Thanks a lot.",Alarmed
"AstroNova, Inc.",ALOT,NASDAQ,2024-12-12,Brandon Daniel,Sorry if I missed this in my earlier comments. Just to have some clarity here. On that inkjet order that's been delayed. Is that related to the legacy business or the MTEX's business?,Alarmed
"AstroNova, Inc.",ALOT,NASDAQ,2024-12-12,Brandon Daniel,"So I'll talk a little bit louder. On that inkjet order, is that related to the legacy PI business or MTEX? I’m sorry if I missed it earlier.",Alarmed
"Oxford Industries, Inc.",OXM,NYSE,2024-12-12,Paul Lejuez,"Got it. And then I guess just to follow up, on the higher percentage of sales happening during promotional periods, is it that business performed better than you thought during those promotional events? Or is it just a higher mix of sales because sales were weaker during the non-promotional periods?",Alarmed
"J.Jill, Inc.",JILL,NYSE,2024-12-11,Ryan Meyers,"Hi, guys. Thanks for taking my question. Just one for me. Wondering if you can talk a little bit about a potential tariff impact as that obviously seems to be the top of the list of concerns for people. Just maybe highlight the supply chain, any sort of impact or anything you should be aware of there?",Alarmed
Booking Holdings Inc.,BKNG,NASDAQ,2024-12-11,Brian Nowak,"When you and the management team sort of look at your dashboard of KPIs that you're evaluating the success or struggles, what do you look at? Do you look at we acquire a customer, get the transaction and revenue per transaction, revenue per customer, sort of what are the key KPIs that you look at internally to sort of gauge how all the initiatives are going?",Alarmed
Oil-Dri Corporation of America,ODC,NYSE,2024-12-11,A - Leslie Garber,"Thank you for listening to our presentation. I will now open up the floor to questions. Please submit your questions using the Ask a Question field on the webcast. Questions or remarks must be relevant to the meeting and pertinent to the matters brought before the meeting. Before we begin, I would also like to introduce two others on the call today who will be participating in the Q&A session. First, we have Wade Robey, Vice President of Agriculture for Oil-Dri Corporation of America and President of Amlan International; and we also have Laura Scheland, Vice President and General Manager of the Consumer Products Division. I will now read the first question. We actually have two very similar questions, so I'm going to combine them. One from Ethan Starr and the other from Robert Smith. This is in regards to Amlan. It seems like you're hitting lots of singles and I'm wondering if you're making any progress in trials at large potential customers that could result in a home run down the road? Also, do you expect continued sales growth in Latin America and North America? And then the related question is with successful trials, why is it taking so long to see more robust growth from Amlan? Wade, do you want to take that?",Alarmed
"Autodesk, Inc.",ADSK,NASDAQ,2024-12-11,Amy Bunszel,"So, the -- excuse me, the health of the underlying business is still very good. I think one of the -- couple of important things that are driving that is, infrastructure projects are still very well-supported and a lot of architects have to work on those projects as well. And when we think about the mix of projects changing, there may not be new office towers going up in some cities like San Francisco, but there's certainly lots of work still happening around renovation and retrofit to make the existing real-estate more palatable to future concerns, and then also, hospitals, stadiums, lots of other projects. So, our customers are really resilient in their ability to kind of move around. Where they are struggling the most is to get enough people to really work on some of the backlog that they do have, and so...",Alarmed
"Autodesk, Inc.",ADSK,NASDAQ,2024-12-11,Simon Mays-Smith,"I mean, if it's a macro question, no change from what it's been for some time, which is they've got good backlogs, they've got a bunch of work stuff they're working on, labor shortages still sort of pockets of weakness, there's not a lot of downtown office blocks being built. So, it's kind of -- it's not at one, and it's not at 10 in terms of sentiment, it's somewhere in between, and it's been pretty consistent for many quarters.",Alarmed
Seagate Technology Holdings plc,STX,NASDAQ,2024-12-11,Thomas O'Malley,"Super helpful. All right. Pivoting to Via. You talked on the last call about some China stimulus potentially helping that area of the business. Could you remind me, have you disclosed how big China is as a portion of that business? And then in your expectations, you kind of mentioned some better seasonality, which helps gross margin given that business into March. What are your expectations? Does that still -- is that -- is it still able to grow kind of in the future, obviously, you have a legacy business declining. You have a nearline that's growing quite nicely. But within that, where is -- we kind of moving?",Alarmed
Lam Research Corporation,LRCX,NASDAQ,2024-12-11,Doug Bettinger,"Yes. Listen, we've got a great government affairs team that is pretty well plugged into everything that's going on in D.C. And I would tell you the regulations that came up were largely what we expected. And so yes, I was at an investor conference last week getting ready to talk to people and that had just hit the tape. And I knew we were going to - I needed a little bit of air cover, so we issued a press release saying, hi, no change to any of the guidance, no change with our view of what we've previously said. So that I guess is about as much as I can say. There were a couple three specifically or maybe four customers that were put on the end user restricted list. So that we're customers. We won't be able to continue to service them as customers. And from a technology standpoint, there were some slight tweaks, but nothing of any real substance.",Alarmed
AppLovin Corporation,APP,NASDAQ,2024-12-11,Matthew Cost,"Great. I want to touch on Connected TV for a minute, and I'm curious about a couple of things on this topic. Firstly, why is Connected TV important to AppLovin? What does it allow you to do that you couldn't do before? And maybe most importantly, what capabilities can you bring to that ecosystem that you think advertisers are really looking for?",Alarmed
Arista Networks Inc,ANET,NYSE,2024-12-10,Simon Leopold,"[indiscernible] that. But I think you talked about being very selective maybe surgical in partners. And I want to unpack this a little bit because I think the conventional wisdom is for other IT exposed companies that I follow, they pour a lot of money into sales and marketing, into the go-to-market and its channel partners and VARs are big expenses and viewed as really the route-to-market. Why is that not the case for you? What are you doing differently? How do you think about that?",Alarmed
ON Semiconductor Corporation,ON,NASDAQ,2024-12-10,Joe Moore,"Yeah. Yeah. Okay. That's great to hear. So you mentioned the demand environment, I guess, it was around this conference last year that you guys started signaling weakness in autos, you were early to see that. I think the same was true in Industrial a year before that. You were the first ones to see that. So where are we now in that process of reducing customer inventories in automotive and obviously, there's good underlying organic growth in those markets, when do you sort of see us returning to that from a semiconductor perspective?",Alarmed
ON Semiconductor Corporation,ON,NASDAQ,2024-12-10,Joe Moore,And to what extent do you think that European weakness is a function of the success of your customers in China? Because it does seem like that's at least an element is that European luxury cars exported to China seems to be disappointing. And I know you have a good presence with the customers that are...,Alarmed
ON Semiconductor Corporation,ON,NASDAQ,2024-12-10,Joe Moore,"Other questions from the audience? We have a minute half left. Maybe we could close with just any of this weakness drive any change in the pricing environment? And I know you have good LTSA coverage, maybe unique from your competitors? Just how do you see the role of pricing going forward?",Alarmed
